index,name,platform,publisher,developer,cscore,uscore,date,genre
5536,LarryBoy and the Bad Apple,PlayStation2,Crave,PapayaStudios,6.1,6.8,2006,Action Adventure
5537,Atlantis Quest,PC,GotGameEntertainment,TERMINALStudio,6.0,tbd,2006,Miscellaneous
5538,Luxor: The Wrath of Set,PlayStationPortable,MumboJumbo,MumboJumbo,6.0,tbd,2006,Miscellaneous
5539,Agatha Christie: Murder on the Orient Express,PC,DreamCatcherInteractive,AWEGames,6.0,7.5,2006,Adventure
5540,Monster House,GameCube,THQ,ArtificialMindandMovement,6.0,tbd,2006,Action Adventure
5541,Guilty Gear Dust Strikers,DS,MajescoGames,ArcSystemWorks,6.0,5.8,2006,Action
5542,Konductra,DS,O3Entertainment,oeFun,6.0,tbd,2006,Miscellaneous
5543,Miss Spider's Sunny Patch Friends: Harvest Time Hop and Fly,DS,TheGameFactory,Shin'en,6.0,tbd,2006,Miscellaneous
5544,Touch Detective,DS,Atlus,BeeWorks,6.0,6.6,2006,Adventure
5545,Online Chess Kingdoms,PlayStationPortable,Konami,"Konami,LeviathanGames",6.0,6.8,2006,Miscellaneous
5546,Charlotte's Web,DS,Sega,BackboneEntertainment,6.0,tbd,2006,Action
5547,Avatar: The Last Airbender,GameCube,THQ,AWEGames,6.0,6.5,2006,Action Adventure
5548,Generation of Chaos,PlayStationPortable,NISAmerica,IdeaFactory,6.0,7.4,2006,Strategy
5549,Blade Dancer: Lineage of Light,PlayStationPortable,NISAmerica,HitMaker,6.0,6.5,2006,Role-Playing
5550,Naruto: Ninja Council,GameBoyAdvance,D3,Aspect,6.0,7.0,2006,Action
5551,Uno / Skip-Bo / Uno Freefall,DS,DSIGames,BlackLanternStudios,5.9,tbd,2006,Miscellaneous
5552,Phantasy Star Universe,PC,Sega,SonicTeam,5.9,6.6,2006,Role-Playing
5553,Xiaolin Showdown,PlayStationPortable,Konami,BottleRocketEntertainment,5.9,tbd,2006,Action
5554,Bionicle Heroes,PC,EidosInteractive,Traveller'sTales,5.9,7.9,2006,Action
5555,The Godfather: Mob Wars,PlayStationPortable,ElectronicArts,Page44Studios,5.9,7.4,2006,Action Adventure
5556,Platypus,PlayStationPortable,MumboJumbo,SquashySoftware,5.9,tbd,2006,Action
5557,FIFA Street 2,PlayStation2,EASportsBig,EACanada,5.9,7.9,2006,Sports
5558,Rule of Rose,PlayStation2,AtlusCo.,"Punchline,Shirogumi",5.9,8.7,2006,Action Adventure
5559,Avatar: The Last Airbender,PlayStation2,THQ,THQAustralia,5.9,7.5,2006,Action Adventure
5560,Open Season,GameCube,Ubisoft,Ubisoft,5.9,tbd,2006,Action
5561,Tamagotchi Connection: Corner Shop,DS,Bandai,NanaOn-Sha,5.9,7.7,2006,Simulation
5562,Eragon,PlayStationPortable,SierraEntertainment,"AmazeEntertainment,VivendiGames",5.9,tbd,2006,Action
5563,Open Season,Xbox360,Ubisoft,Ubisoft,5.9,7.3,2006,Action
5564,Bionicle Heroes,Xbox360,EidosInteractive,Traveller'sTales,5.9,6.0,2006,Action
5565,Nicktoons: Battle for Volcano Island,PlayStation2,THQ,BlueTongueEntertainment,5.9,7.2,2006,Action
5566,Garfield: A Tail of Two Kitties,DS,TheGameFactory,TwoTribes,5.9,tbd,2006,Action
5567,Armored Core: Last Raven,PlayStation2,AgetecInc.,FromSoftware,5.9,8.6,2006,Simulation
5568,Monster House,PlayStation2,THQ,ArtificialMindandMovement,5.9,6.4,2006,Action Adventure
5569,Sonic Riders,GameCube,Sega,SonicTeam,5.9,8.0,2006,Driving
5570,Lemmings,PlayStation3,SCEE,Team17,5.9,6.7,2006,Miscellaneous
5571,Tom Clancy's Rainbow Six: Lockdown,PC,Ubisoft,"RedStormEntertainment,UbisoftMontreal",5.9,6.2,2006,Action
5572,Nicktoons: Battle for Volcano Island,DS,THQ,Natsume,5.9,7.6,2006,Action
5573,Open Season,Xbox,Ubisoft,Ubisoft,5.9,tbd,2006,Action
5574,Ship Simulator 2006,PC,DreamCatcherInteractive,VSTEP,5.9,6.4,2006,Simulation
5575,NBA Live 07,Xbox360,EASports,EASports,5.9,4.9,2006,Sports
5576,The Fast and the Furious,PlayStation2,NamcoBandaiGamesAmerica,Eutechnyx,5.9,6.6,2006,Driving
5577,Mage Knight: Destiny's Soldier,DS,NamcoBandaiGames,BigBlueBubbleInc.,5.9,7.1,2006,Strategy
5578,Tokyo Xtreme Racer DRIFT,PlayStation2,Crave,Genki,5.9,8.6,2006,Driving
5579,MLB SlugFest 2006,Xbox,Midway,BlueShift,5.9,tbd,2006,Sports
5580,Commandos Strike Force,PlayStation2,EidosInteractive,PyroStudios,5.8,8.7,2006,Action
5581,Curious George,PC,Namco,MonkeyBarGames,5.8,6.5,2006,Action Adventure
5582,Eagle Eye Golf,PlayStation2,AksysGames,TelenetJapan,5.8,tbd,2006,Sports
5583,Tomb Raider: Legend,DS,EidosInteractive,HumanSoft,5.8,8.3,2006,Action Adventure
5584,Over the Hedge,PlayStation2,Activision,EdgeofReality,5.8,8.3,2006,Action
5585,FIFA Street 2,PlayStationPortable,EASportsBig,EACanada,5.8,6.9,2006,Sports
5586,Untold Legends: Dark Kingdom,PlayStation3,SonyOnlineEntertainment,SonyOnlineEntertainment,5.8,7.1,2006,Role-Playing
5587,Drakengard 2,PlayStation2,Ubisoft,CaviaInc.,5.8,6.8,2006,Role-Playing
5588,Fullmetal Alchemist: Dual Sympathy,DS,Destineer,Natsume,5.8,6.8,2006,Action
5589,Kao the Kangaroo Round 2,PlayStation2,Atari,TateInteractive,5.8,7.9,2006,Action
5590,Emergency 3,PC,StrategyFirst,SixteenTonsEntertainment,5.8,5.4,2006,Strategy
5591,Samurai Warriors 2,PlayStation2,Koei,OmegaForce,5.8,8.8,2006,Action
5592,Samurai Shodown V,Xbox,SNK,SNK,5.8,tbd,2006,Action
5593,Tom Clancy's Splinter Cell Essentials,PlayStationPortable,Ubisoft,Ubisoft,5.8,7.4,2006,Action
5594,Scarface: Money. Power. Respect.,PlayStationPortable,SierraEntertainment,"RadicalEntertainment,FarsightStudios",5.8,3.1,2006,Strategy
5595,Rayman Raving Rabbids,PC,Ubisoft,UbisoftBulgaria,5.8,7.2,2006,Action
5596,Monster Rancher EVO,PlayStation2,Tecmo,Tecmo,5.8,6.8,2006,Strategy
5597,Xiaolin Showdown,DS,Konami,RazorbackDevelopments,5.8,tbd,2006,Action
5598,Over the Hedge: Hammy Goes Nuts,PlayStationPortable,Activision,AmazeEntertainment,5.8,8.0,2006,Action
5599,Defender,Xbox360,Midway,DigitalEclipse,5.8,tbd,2006,Action
5600,Open Season,PC,Ubisoft,Ubisoft,5.8,8.3,2006,Action
5601,Dirge of Cerberus: Final Fantasy VII,PlayStation2,SquareEnix,SquareEnix,5.7,8.4,2006,Action Adventure
5602,Curious George,Xbox,Namco,MonkeyBarGames,5.7,tbd,2006,Action Adventure
5603,Star Wars: Lethal Alliance,DS,Ubisoft,UbisoftCasablanca,5.7,tbd,2006,Action Adventure
5604,Micro Machines V4,PC,Codemasters,SupersonicSoftware,5.7,7.3,2006,Driving
5605,Rampage: Total Destruction,GameCube,Midway,"PipeworksSoftware,Inc.",5.7,6.9,2006,Action
5606,Empire Earth II: The Art of Supremacy,PC,VUGames,MadDocSoftware,5.7,7.0,2006,Strategy
5607,The Sims 2: Pets,PlayStationPortable,EAGames,Maxis,5.7,7.3,2006,Simulation
5608,Kao the Kangaroo Round 2,GameCube,Atari,TateInteractive,5.7,7.5,2006,Action
5609,Avatar: The Last Airbender,PlayStationPortable,THQ,TOSE,5.7,6.1,2006,Action Adventure
5610,Dynasty Warriors Vol. 2,PlayStationPortable,Koei,OmegaForce,5.7,8.4,2006,Action
5611,SpongeBob SquarePants: Creature from the Krusty Krab,Wii,THQ,BlitzGames,5.7,5.9,2006,Action
5612,Kao Challengers,PlayStationPortable,Namco,"Atari,TateInteractive,AtariSA",5.7,tbd,2006,Action
5613,Stronghold Legends,PC,2KGames,FireFlyStudios,5.7,7.2,2006,Strategy
5614,Warpath,PC,GrooveGames,DigitalExtremes,5.7,6.4,2006,Action
5615,FIFA World Cup: Germany 2006,GameBoyAdvance,ElectronicArts,EACanada,5.7,6.9,2006,Sports
5616,Ruff Trigger: The Vanocore Conspiracy,PlayStation2,Natsume,PlaystosEntertainment,5.7,7.4,2006,Action
5617,Moscow to Berlin: Red Siege,PC,CinemawareMarquee,"MonteCristoMultimedia,MonteCristo",5.7,tbd,2006,Strategy
5618,Paradise,PC,Ubisoft,WhiteBirdsProductions,5.7,8.4,2006,Adventure
5619,Pac-Man World Rally,GameCube,NamcoBandaiGamesAmerica,SmartBombInteractive,5.7,8.0,2006,Driving
5620,Deep Labyrinth,DS,Atlus,InteractiveBrains,5.7,6.3,2006,Role-Playing
5621,UberSoldier,PC,cdvSoftware,BurutSoftware,5.7,6.3,2006,Action
5622,BattleZone,PlayStationPortable,Atari,ParadigmEntertainment,5.7,tbd,2006,Action
5623,Danny Phantom: Urban Jungle,GameBoyAdvance,THQ,Altron,5.7,tbd,2006,Action
5624,Open Season,PlayStation2,Ubisoft,Ubisoft,5.7,tbd,2006,Action
5625,Age of Pirates: Caribbean Tales,PC,Playlogic,Akella,5.6,6.3,2006,Role-Playing
5626,Nacho Libre,DS,MajescoGames,BudCat,5.6,5.8,2006,Action
5627,MLB SlugFest 2006,PlayStation2,Midway,BlueShift,5.6,7.5,2006,Sports
5628,Iron Warriors: T-72 Tank Command,PC,BlackBeanGames,,5.6,6.6,2006,Simulation
5629,Scooby-Doo!  Who's Watching Who?,DS,THQ,HumanSoft,5.6,tbd,2006,Action Adventure
5630,SpongeBob SquarePants: Creature from the Krusty Krab,DS,THQ,WayForward,5.6,5.7,2006,Action
5631,World Championship Poker: Featuring Howard Lederer - All In,PlayStationPortable,Crave,PointofView,5.6,tbd,2006,Miscellaneous
5632,Dance Factory,PlayStation2,Codemasters,BroadswordInteractive,5.6,6.0,2006,Miscellaneous
5633,Barnyard,GameBoyAdvance,THQ,HalfbrickStudios,5.6,tbd,2006,Action
5634,Garfield and His Nine Lives,GameBoyAdvance,TheGameFactory,LuckyJump,5.6,tbd,2006,Action
5635,Sonic Riders,Xbox,Sega,SonicTeam,5.6,8.0,2006,Driving
5636,RF Online,PC,Codemasters,"CCR,Inc",5.6,5.9,2006,Role-Playing
5637,Star Trek: Legacy,PC,BethesdaSoftworks,MadDocSoftware,5.6,3.9,2006,Simulation
5638,SpongeBob SquarePants: Creature from the Krusty Krab,PlayStation2,THQ,BlitzGames,5.6,7.8,2006,Action
5639,EA Replay,PlayStationPortable,ElectronicArts,TeamFusion,5.6,tbd,2006,Miscellaneous
5640,Super Monkey Ball Adventure,PlayStationPortable,Sega,TTGames,5.6,6.4,2006,Action
5641,Teen Titans,PlayStation2,THQ,ArtificialMindandMovement,5.6,7.7,2006,Action Adventure
5642,Avatar: The Last Airbender,Wii,THQ,AWEGames,5.6,5.8,2006,Action Adventure
5643,ProStroke Golf - World Tour 2007,PC,OxygenInteractive,GustoGames,5.6,tbd,2006,Sports
5644,Monster Bomber,DS,MajescoGames,TaitoCorporation,5.5,tbd,2006,Miscellaneous
5645,Genji: Days of the Blade,PlayStation3,SCEA,GameRepublic,5.5,6.0,2006,Action Adventure
5646,Sonic Riders,PlayStation2,Sega,SonicTeam,5.5,7.5,2006,Driving
5647,Cartoon Network Racing,DS,TheGameFactory,FirebrandGames,5.5,tbd,2006,Driving
5648,Rush,PlayStationPortable,Midway,MidwayStudios-Newcastle,5.5,tbd,2006,Driving
5649,Naruto: Ninja Council 2,GameBoyAdvance,D3,Aspect,5.5,7.9,2006,Action
5650,IGPX: Immortal Grand Prix,PlayStation2,NamcoBandaiGamesAmerica,NamcoBandaiGames,5.5,tbd,2006,Driving
5651,Lego Star Wars II: The Original Trilogy,GameBoyAdvance,LucasArts,AmazeEntertainment,5.5,7.0,2006,Action Adventure
5652,Warhammer: Battle for Atluma,PlayStationPortable,NamcoBandaiGamesAmerica,SabertoothGames,5.5,7.4,2006,Strategy
5653,Jaws Unleashed,PC,MajescoGames,AppaloosaInteractive,5.5,7.6,2006,Action
5654,X-Men: The Official Game,GameBoyAdvance,Activision,WayForward,5.5,8.6,2006,Action
5655,Battle of Europe,PC,StrategyFirst,MAUSSoftware,5.4,tbd,2006,Action
5656,True Crime: New York City,PC,Aspyr,"Luxoflux,Inc.",5.4,6.4,2006,Action Adventure
5657,Pac-Man World Rally,PlayStation2,NamcoBandaiGamesAmerica,SmartBombInteractive,5.4,8.1,2006,Driving
5658,Scooby Doo!  Who's Watching Who?,PlayStationPortable,THQ,THQ,5.4,tbd,2006,Adventure
5659,Pocketbike Racer,Xbox360,KingGames,BlitzGames,5.4,6.5,2006,Driving
5660,Import Tuner Challenge,Xbox360,Ubisoft,Genki,5.4,7.6,2006,Driving
5661,Payout Poker & Casino,PlayStationPortable,Namco,BitsStudios,5.4,tbd,2006,Miscellaneous
5662,Back to Stone,GameBoyAdvance,O3Entertainment,HiddenFloor,5.4,tbd,2006,Role-Playing
5663,El Matador,PC,RedMileEntertainment,PlasticReality,5.4,4.8,2006,Action
5664,Night Watch,PC,cdvSoftware,NivalInteractive,5.4,6.6,2006,Role-Playing
5665,Gods: Lands of Infinity,PC,StrategyFirst,CypronStudios,5.4,6.1,2006,Role-Playing
5666,Tom Clancy's Rainbow Six Critical Hour,Xbox,Ubisoft,UbisoftQuebec,5.4,3.6,2006,Action
5667,Sneak King,Xbox360,KingGames,BlitzGames,5.4,5.9,2006,Action Adventure
5668,Stacked with Daniel Negreanu,PC,MyelinMedia,5000ftInc.,5.4,5.6,2006,Miscellaneous
5669,Cars,DS,THQ,Helixe,5.4,2.5,2006,Driving
5670,Rainbow Islands Revolution,DS,Codemasters,MarvelousEntertainment,5.4,tbd,2006,Action
5671,The Da Vinci Code,PlayStation2,2KGames,DoubleHelixGames,5.4,8.1,2006,Action
5672,Eureka Seven - Vol 1: The New Wave,PlayStation2,NamcoBandaiGamesAmerica,Bandai,5.4,7.0,2006,Action
5673,Rebel Raiders: Operation Nighthawk,PlayStation2,XSGames,KandoGames,5.3,tbd,2006,Simulation
5674,Curious George,PlayStation2,Namco,MonkeyBarGames,5.3,7.7,2006,Action Adventure
5675,American Conquest: Divided Nation,PC,cdvSoftware,RevolutionofStrategy,5.3,7.6,2006,Strategy
5676,The History Channel: Civil War - A Nation Divided,Xbox360,Activision,CauldronLtd.,5.3,6.9,2006,Action
5677,The Da Vinci Code,PC,2KGames,TheCollective,5.3,5.3,2006,Action
5678,Family Guy,Xbox,2KGames,HighVoltageSoftware,5.3,5.1,2006,Adventure
5679,Warpath,Xbox,GrooveGames,DigitalExtremes,5.3,tbd,2006,Action
5680,Dead or Alive Xtreme 2,Xbox360,Tecmo,TeamNinja,5.3,7.0,2006,Sports
5681,Nicktoons Unite!,DS,THQ,"ClimaxGroup,ClimaxStudios",5.3,7.0,2006,Action
5682,Super Monkey Ball Adventure,PlayStation2,Sega,TTGames,5.3,6.7,2006,Action
5683,X-Men: The Official Game,Xbox,Activision,"Z-Axis,Ltd.",5.3,8.1,2006,Action
5684,World Championship Poker: Featuring Howard Lederer - All In,PlayStation2,Crave,PointofView,5.3,tbd,2006,Miscellaneous
5685,Cabela's African Safari,Xbox360,ActivisionValue,FUNLabs,5.3,5.1,2006,Sports
5686,Samurai Warriors 2,Xbox360,Koei,OmegaForce,5.2,8.7,2006,Action
5687,Jaws Unleashed,PlayStation2,MajescoGames,AppaloosaInteractive,5.2,7.5,2006,Action
5688,Gangs of London,PlayStationPortable,SCEA,SCEELondonStudio,5.2,6.9,2006,Action Adventure
5689,WinBack 2: Project Poseidon,Xbox,Koei,CaviaInc.,5.2,tbd,2006,Action
5690,Over the Hedge: Hammy Goes Nuts!,DS,Activision,AmazeEntertainment,5.2,tbd,2006,Action
5691,Pirates of the Caribbean: Dead Man's Chest,PlayStationPortable,BuenaVistaGames,GriptoniteGames,5.2,8.2,2006,Action Adventure
5692,The Da Vinci Code,Xbox,2KGames,DoubleHelixGames,5.2,2.8,2006,Action
5693,The Ant Bully,PlayStation2,Midway,ArtificialMindandMovement,5.2,4.2,2006,Action
5694,X-Men: The Official Game,PlayStation2,Activision,"Z-Axis,Ltd.",5.2,7.2,2006,Action
5695,Ford Bold Moves Street Racing,PlayStationPortable,EidosInteractive,Razorworks,5.2,tbd,2006,Driving
5696,X-Men: The Official Game,PC,Activision,Beenox,5.2,6.6,2006,Action
5697,X-Men: The Official Game,Xbox360,Activision,"Z-Axis,Ltd.",5.2,6.0,2006,Action
5698,50 Cent: Bulletproof G Unit Edition,PlayStationPortable,VivendiGames,HighVoltageSoftware,5.2,4.5,2006,Action Adventure
5699,Bionicle Heroes,PlayStation2,EidosInteractive,Traveller'sTales,5.2,8.7,2006,Action Adventure
5700,Hi Hi Puffy AmiYumi: The Genie & the Amp,DS,D3Publisher,SensorySweep,5.2,7.2,2006,Action
5701,The Hustle: Detroit Streets,Xbox,ActivisionValue,BladeInteractive,5.2,tbd,2006,Miscellaneous
5702,Rampage: Total Destruction,PlayStation2,Midway,"PipeworksSoftware,Inc.",5.1,7.2,2006,Action
5703,Bionicle Heroes,GameCube,EidosInteractive,Traveller'sTales,5.1,5.3,2006,Action Adventure
5704,Pirates of the Caribbean: The Legend of Jack Sparrow,PlayStation2,BethesdaSoftworks,7Studios,5.1,7.5,2006,Action Adventure
5705,Pac-Man World Rally,PlayStationPortable,NamcoBandaiGamesAmerica,SmartBombInteractive,5.1,7.1,2006,Driving
5706,Family Guy,PlayStationPortable,2KGames,HighVoltageSoftware,5.1,6.6,2006,Adventure
5707,Monster 4X4: World Circuit,Wii,Ubisoft,Ubisoft,5.1,7.8,2006,Driving
5708,And 1 Streetball,PlayStation2,Ubisoft,BlackOpsEntertainment,5.1,8.6,2006,Sports
5709,Top Spin 2,DS,2KSports,IndieBuilt,5.1,tbd,2006,Sports
5710,Rengoku II: The Stairway to H.E.A.V.E.N.,PlayStationPortable,Konami,"HudsonSoft,Neverland",5.1,7.7,2006,Action Adventure
5711,River King: A Wonderful Journey,PlayStation2,Natsume,Marvelous,5.1,tbd,2006,Sports
5712,Spy Hunter: Nowhere to Run,Xbox,Midway,TerminalReality,5.1,4.0,2006,Driving
5713,The Ant Bully,GameCube,Midway,ArtificialMindandMovement,5.1,4.8,2006,Action
5714,Superman Returns,Xbox360,EAGames,EATiburon,5.1,6.0,2006,Action
5715,Eragon,PC,SierraEntertainment,StormfrontStudios,5.1,5.4,2006,Action
5716,Ape Escape Academy,PlayStationPortable,SCEA,Shift,5.1,6.2,2006,Miscellaneous
5717,Star Trek: Encounters,PlayStation2,BethesdaSoftworks,4JStudios,5.1,6.6,2006,Simulation
5718,Super Monkey Ball Adventure,GameCube,Sega,TTGames,5.1,7.0,2006,Action
5719,Superman Returns,Xbox,EAGames,EATiburon,5.1,7.4,2006,Action
5720,Eragon,PlayStation2,SierraEntertainment,StormfrontStudios,5.1,7.3,2006,Action Adventure
5721,Crusty Demons,Xbox,EvolvedGames,ClimaxGroup,5.1,6.5,2006,Driving
5722,Jaws Unleashed,Xbox,MajescoGames,AppaloosaInteractive,5.1,6.2,2006,Action
5723,Spy Hunter: Nowhere to Run,PlayStation2,Midway,TerminalReality,5.1,6.3,2006,Driving
5724,X-Men: The Official Game,DS,Activision,AmazeEntertainment,5.0,7.8,2006,Action
5725,Reservoir Dogs,PlayStation2,EidosInteractive,"SCi,VolatileGames",5.0,7.3,2006,Action Adventure
5726,Tao's Adventure: Curse of the Demon Seal,DS,Konami,Konami,5.0,7.4,2006,Role-Playing
5727,Novadrome,Xbox360,BuenaVistaGames,StainlessGames,5.0,7.5,2006,Simulation
5728,Ford Bold Moves Street Racing,PlayStation2,EidosInteractive,RazorworksStudios,5.0,tbd,2006,Driving
5729,Don Bluth Presents: Dragon's Lair HD,PC,DigitalLeisureInc.,"DigitalLeisureInc.,DigitalLeisure",5.0,4.5,2006,Action
5730,Family Guy,PlayStation2,2KGames,HighVoltageSoftware,5.0,5.6,2006,Adventure
5731,Reservoir Dogs,Xbox,EidosInteractive,VolatileGames,5.0,tbd,2006,Action Adventure
5732,Cars,GameBoyAdvance,THQ,Helixe,5.0,5.0,2006,Driving
5733,X-Men: The Official Game,GameCube,Activision,Hypnos,5.0,6.3,2006,Action
5734,Reservoir Dogs,PC,EidosInteractive,VolatileGames,5.0,7.0,2006,Action Adventure
5735,Over the Hedge,GameBoyAdvance,Activision,VicariousVisions,4.9,tbd,2006,Action
5736,Eragon,Xbox,SierraEntertainment,StormfrontStudios,4.9,tbd,2006,Action Adventure
5737,Over G Fighters,Xbox360,Ubisoft,TaitoCorporation,4.9,6.2,2006,Simulation
5738,One Piece: Pirates' Carnival,GameCube,NamcoBandaiGamesAmerica,h.a.n.d.Inc.,4.9,6.0,2006,Action
5739,Open Season,Wii,Ubisoft,Ubisoft,4.9,5.6,2006,Action
5740,Happy Feet,PlayStation2,WarnerBros.InteractiveEntertainment,ArtificialMindandMovement,4.9,5.4,2006,Adventure
5741,Pirates of the Caribbean: The Legend of Jack Sparrow,PC,BethesdaSoftworks,7Studios,4.9,5.3,2006,Action Adventure
5742,World Championship Poker: Featuring Howard Lederer - All In,Xbox360,Crave,Crave,4.9,tbd,2006,Miscellaneous
5743,The Sims 2: Pets,DS,EAGames,FullFat,4.9,4.9,2006,Simulation
5744,Top Gun,DS,Mastiff,InterActiveVisionGames,4.8,tbd,2006,Simulation
5745,Astonishia Story,PlayStationPortable,Ubisoft,Sonnori,4.8,5.5,2006,Role-Playing
5746,Ford Bold Moves Street Racing,PC,EidosInteractive,Razorworks,4.8,4.4,2006,Driving
5747,WinBack 2: Project Poseidon,PlayStation2,Koei,CaviaInc.,4.8,tbd,2006,Action
5748,Hummer Badlands,PlayStation2,GlobalStarSoftware,Eutechnyx,4.8,tbd,2006,Driving
5749,Cabela's Alaskan Adventures,Xbox360,Activision,FUNLabs,4.8,5.9,2006,Sports
5750,SpongeBob Squarepants: The Yellow Avenger,PlayStationPortable,THQ,Tantalus,4.8,4.5,2006,Action
5751,Delta Force - Black Hawk Down: Team Sabre,PlayStation2,NovaLogic,Rebellion,4.8,7.7,2006,Action
5752,Eragon,Xbox360,SierraEntertainment,StormfrontStudios,4.8,5.7,2006,Action
5753,Alex Rider: Stormbreaker,DS,THQ,Altron,4.8,6.1,2006,Action
5754,The Ant Bully,PC,Midway,ArtificialMindandMovement,4.7,3.4,2006,Action
5755,World Racing 2,Xbox,EvolvedGames,Synetic,4.7,tbd,2006,Driving
5756,Bubble Bobble Evolution,PlayStationPortable,Codemasters,"Opus,DigitalWhip",4.7,tbd,2006,Action
5757,Mage Knight: Apocalypse,PC,NamcoBandaiGames,InterServInternational,4.7,5.7,2006,Role-Playing
5758,Monster 4X4: World Circuit,Xbox,Ubisoft,Ubisoft,4.7,tbd,2006,Driving
5759,One Piece: Pirates' Carnival,PlayStation2,NamcoBandaiGamesAmerica,h.a.n.d.Inc.,4.7,tbd,2006,Action
5760,Spectral Souls: Resurrection of the Ethereal Empires,PlayStationPortable,NISAmerica,"Neverland,IdeaFactory",4.7,7.9,2006,Role-Playing
5761,Lionel Trains On Track,DS,DSIGames,BlackLanternStudios,4.7,tbd,2006,Simulation
5762,Lego Star Wars II: The Original Trilogy,DS,LucasArts,AmazeEntertainment,4.7,5.0,2006,Action Adventure
5763,Scramble,Xbox360,Konami,DigitalEclipse,4.7,7.7,2006,Action
5764,Flushed Away,GameCube,D3,MonkeyBarGames,4.7,2.3,2006,Action
5765,And 1 Streetball,Xbox,Ubisoft,BlackOpsEntertainment,4.6,7.9,2006,Sports
5766,World Series of Poker: Tournament of Champions,Wii,Activision,LeftFieldProductions,4.6,tbd,2006,Miscellaneous
5767,Gene Troopers,PC,Playlogic,CauldronLtd.,4.6,2.8,2006,Action
5768,WWII Tank Commander,PC,MerscomLLC,SylumEntertainment,4.6,4.5,2006,Action
5769,Freedom Wings,DS,Natsume,BelugaComputer,4.6,7.7,2006,Simulation
5770,The Hustle: Detroit Streets,PlayStation2,ActivisionValue,BladeInteractive,4.6,tbd,2006,Miscellaneous
5771,Rampage: Total Destruction,Wii,Midway,"PipeworksSoftware,Inc.",4.6,5.6,2006,Action
5772,Happy Feet,Wii,Midway,ArtificialMindandMovement,4.6,6.7,2006,Action
5773,Sonic the Hedgehog,Xbox360,Sega,Sega,4.6,4.6,2006,Action
5774,Crime Stories: From the Files of Martin Mystere,PC,TheAdventureCompany,Artematica,4.5,4.7,2006,Adventure
5775,The Ant Bully,Wii,Midway,ArtificialMindandMovement,4.5,1.2,2006,Action
5776,D1 Professional Drift Grand Prix Series,PlayStation2,Yuke'sCompanyofAmerica,Yuke's,4.5,tbd,2006,Driving
5777,Football Mogul 2007,PC,EnlightSoftware,SportsMogul,4.5,6.0,2006,Sports
5778,Flyboys Squadron,PC,iEntertainmentNetwork,iEntertainmentNetwork,4.5,5.0,2006,Simulation
5779,Hard Truck: Apocalypse,PC,cdvSoftware,"BukaEntertainment,TargemGames",4.5,8.5,2006,Simulation
5780,Hard Rock Casino,PlayStation2,Crave,FarsightStudios,4.5,tbd,2006,Miscellaneous
5781,Ford Bold Moves Street Racing,Xbox,EidosInteractive,RazorworksStudios,4.4,tbd,2006,Driving
5782,Hummer Badlands,Xbox,2KGames,Eutechnyx,4.4,6.0,2006,Driving
5783,State of Emergency 2,PlayStation2,SouthPeakGames,DCStudios,4.4,6.0,2006,Action
5784,March of the Penguins,GameBoyAdvance,DSIGames,SkyRiverStudios,4.4,tbd,2006,Action
5785,NeverEnd,PC,DreamCatcherInteractive,MayhemStudios,4.4,5.2,2006,Role-Playing
5786,Tom Clancy's Ghost Recon Advanced Warfighter,PlayStation2,Ubisoft,UbisoftShanghai,4.4,4.4,2006,Action
5787,TotemBall,Xbox360,FreeverseSoftware,StrangeFlavour,4.4,3.0,2006,Action
5788,Zatch Bell! Mamodo Fury,GameCube,NamcoBandaiGamesAmerica,MechanicArms,4.4,6.0,2006,Action
5789,The Legend of Spyro: A New Beginning,GameBoyAdvance,SierraEntertainment,KromeStudios,4.4,5.3,2006,Action
5790,New Rally-X,Xbox360,NamcoBandaiGames,BandaiNamcoGames,4.3,5.3,2006,Action
5791,Flushed Away,PlayStation2,D3,MonkeyBarGames,4.3,tbd,2006,Action
5792,Final Fight: Streetwise,PlayStation2,Capcom,Capcom,4.3,6.9,2006,Action
5793,Alliance: Future Combat,PC,StrategyFirst,GameyusInteractive,4.3,7.9,2006,Strategy
5794,Deep Sea Tycoon: Diver's Paradise,PC,eGames,PixelafterPixel,4.3,tbd,2006,Strategy
5795,Justice League Heroes,DS,WarnerBros.InteractiveEntertainment,SensorySweep,4.3,6.3,2006,Role-Playing
5796,FIFA Street 2,DS,EASportsBig,ExientEntertainment,4.3,7.0,2006,Sports
5797,Game Tycoon,PC,TriSynergy,TriSynergy,4.2,3.4,2006,Strategy
5798,The Sopranos: Road to Respect,PlayStation2,THQ,7Studios,4.2,3.8,2006,Action Adventure
5799,Final Fight: Streetwise,Xbox,Capcom,SecretLevel,4.2,5.8,2006,Action
5800,Pirates: Legend of the Black Buccaneer,PlayStation2,ValconGames,WideScreenGames,4.2,7.6,2006,Action Adventure
5801,ArchLord,PC,Codemasters,NHNCorporation,4.2,5.7,2006,Role-Playing
5802,Happy Feet,PC,Midway,ArtificialMindandMovement,4.2,4.5,2006,Action
5803,Xiaolin Showdown,PlayStation2,Konami,BottleRocketEntertainment,4.2,6.8,2006,Action
5804,25 to Life,Xbox,EidosInteractive,"RitualEntertainment,AvalancheSoftware",4.1,7.9,2006,Action
5805,Rapala Tournament Fishing!,Xbox360,ActivisionValue,FUNLabs,4.1,8.0,2006,Sports
